collection,sms_txt_dirty,sms_txt_clean,collection_log
ham,Ã comin to fetch us oredi...,ã comin fetch us oredi...,1
ham,What's nannys address?,what nanni address?,1
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins","urgent!! 4* costa del sol holiday â£5000 await collection. call 09050090044 toclaim. sae, tc s, pobox334, stockport, sk38xh, costâ£1.50/pm, max10min",0
ham,Haf u eaten? Wat time u wan me 2 come?,haf u eaten? wat time u wan 2 come?,1
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone? 750 anytim network mins? half price line rental free text 3 months? repli call 08000930705 free deliveri,0
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order","yo, call get chance, friend mine want ask big order",1
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,singl singl answer fighting? plus said broke didnt repli,1
ham,It certainly puts things into perspective when something like this happens,certain put thing perspect someth like happen,1
ham,Now got tv 2 watch meh? U no work today?,got tv 2 watch meh? u work today?,1
ham,i felt so...not any conveying reason.. Ese he... What about me?,felt so...not convey reason.. ese he... me?,1
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobil 11 month more? u r entitl updat latest colour mobil camera free! call mobil updat co free 08002986030,0
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,how going? got excit karaok type activ planned? i'm debat whether play footbal eve. feel lazi though.,1
ham,I told that am coming on wednesday.,told come wednesday.,1
ham,"Its ok, called mom instead have fun","ok, call mom instead fun",1
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.","dear voucher holder, claim week offer, pc pleas go http://www.wtlp.co.uk/text. ts&cs apply.",0
ham,Well if I'm that desperate I'll just call armand again,well i'm desper i'll call armand,1
ham,Are you at work right now ?,work right ?,1
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats! nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3min vari mobil 16+ close 300603 post bcm4284 ldn wc1n3xx,0
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,heard anyth he answer text i'm guess flaked. said jb fantast,1
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!","mmmmmm ... love you,so much, ahmad ... can't wait year begin everi second take closer side. happi new year, love!!",1
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls what full name joke school cos fee univers florida seem actual &lt;#&gt; k. pls holla back,1
ham,"Sorry, I'll call later","sorry, i'll call later",1
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok... said i'v got wisdom teeth hidden insid n mayb need 2 remove.,1
ham,And pls pls drink plenty plenty water,pls pls drink plenti plenti water,1
ham,How are you doing. How's the queen. Are you going for the royal wedding,doing. how queen. go royal wed,1
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,he lag. that sad part keep touch thank skype,1
ham,Ok lor then we go tog lor...,ok lor go tog lor...,1
ham,Two teams waiting for some players,two team wait player,1
ham,Can Ã¼ send me a copy of da report?,ã¼ send copi da report?,1
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.","swhrt u dey,hop ur ok, tot u 2day.lov n miss.tak care.",1
ham,"Ok da, i already planned. I wil pick you.","ok da, alreadi planned. wil pick you.",1
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+","urgent! pleas call 0906346330. abta complimentari 4* spanish holiday â£10,000 cash await collect sae t&cs box 47 po19 2ez 150ppm 18+",0
ham,"Sorry, I'll call later in meeting","sorry, i'll call later meet",1
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,realli need shit tomorrow know awak like 6,1
ham,I'm good. Have you registered to vote?,i'm good. regist vote?,1
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!","hmm ok, i'll stay like hour cos eye realli sore!",1
ham,Dear got bus directly to calicut,dear got bus direct calicut,1
ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later togeth,1
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want","well general price &lt;#&gt; /oz, let know if/when/how much want",1
ham,"Sorry, I'll call later","sorry, i'll call later",1
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning","moment day,ha value-morn bring hope,afternoon bring faith,even bring luv,night bring rest,wish u find today.good morn",1
ham,&lt;#&gt;  w jetton ave if you forgot,&lt;#&gt; w jetton ave forgot,1
ham,Ok i'm coming home now.,ok i'm come home now.,1
ham,Can not use foreign stamps in this country.,use foreign stamp country.,1
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","doubl min txts 4 6month free bluetooth orange. avail sony, nokia motorola phones. call mobileupd8 08000839402 call2optout/n9dx",0
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy","sorry, lot friend-of-a-friend stuff, i'm talk actual guy want buy",1
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week! no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p/ton 16+,0
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","want funk ur fone week new tone repli tones2u 2 text. www.ringtones.co.uk, origin n best. tone 3gbp network oper rate appli",0
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP","cmon babe, make horny, *turn* on! txt fantasi babe -) im hot, sticki need now. repli cost â£1.50. 2 cancel send stop",0
ham,I will come tomorrow di,come tomorrow di,1
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wyli update: weed dealer carlo went freedom class lunsford,1
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happi babi ? alright ? take job ? hope fine. send kiss make smile across sea ... *kiss* *kiss*,1
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã¼ not interested.,c movi juz last minut decis mah. juz watch 2 lar tot ã¼ interested.,1
ham,How are you enjoying this semester? Take care brother.,enjoy semester? take care brother.,1
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,import inform 4 orang user 0796xxxxxx. today ur lucki day!2 find log onto http://www.urawinner.com there fantast prizeawait you!,0
ham,"Get the door, I'm here","get door, i'm",1
ham,"Lets use it next week, princess :)","let use next week, princess :)",1
ham,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..,go home first lar ã¼ wait 4 lor.. put stuff first..,1
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,want kfc tuesday. buy 2 meal 2. gravy. 2 mark. 2!,1
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),da:)h stupid da..alway send like this:)don believ message.pandi mental:),1
ham,Oi when you gonna ring,oi gonna ring,1
spam,Missed call alert. These numbers called but left no message. 07008009200,miss call alert. number call left message. 07008009200,0
ham,I attended but nothing is there.,attend noth there.,1
ham,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.,ard 530 like dat lor. juz meet mrt station ã¼ dun haf come out.,1
ham,No dear i was sleeping :-P,dear sleep :-p,1
ham,Er mw im filled tuth is aight,er mw im fill tuth aight,1
ham,Will be office around 4 pm. Now i am going hospital.,offic around 4 pm. go hospital.,1
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actual i'm wait 2 week start put ad.,1
ham,Anything lor if they all go then i go lor...,anyth lor go go lor...,1
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free sat rite? u wan 2 watch infern affair wif n darren n mayb xy?,1
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.","plz note: anyon call mobil co. &amp; ask u type # &lt;#&gt; # &lt;#&gt; . so. disconnect call,coz iz attempt terrorist make use sim card no. itz confirmd nokia n motorola n verifi cnn ibn.",1
ham,Yo you around? A friend of mine's lookin to pick up later tonight,yo around? friend mine lookin pick later tonight,1
ham,Stupid auto correct on my phone,stupid auto correct phone,1
ham,Double eviction this week - Spiral and Michael and good riddance to them!,doubl evict week - spiral michael good riddanc them!,1
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....","world suffer lot... violenc bad people. silenc good people!, gud night....",1
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.","ok that cool. , either raglan rd edward rd. behind cricket ground. gimm ring ur closebi see tuesday.",1
ham,Buy one egg for me da..please:),buy one egg da..please:),1
ham,Have you started in skye,start skye,1
ham,Have you bookedthe hut? And also your time off? How are you by the way?,bookedth hut? also time off? way?,1
ham,And several to you sir.,sever sir.,1
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u realli pig leh sleep much. dad wake 10 smth 2 eat lunch today.,1
ham,I'm at home. Please call,i'm home. pleas call,1
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,love ... hope anyth drastic. dare sell pc phone ...,1
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home. . . tire now. . come tomorro,1
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg: record indic may entitl 3750 pound accid had. claim free repli yes msg. opt text stop,0
spam,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","u win â£100 music gift voucher everi week start txt word draw 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscript",0
ham,Life style garments account no please.,life style garment account please.,1
